id,carat,cut,color,clarity,depth,table,x,y,z,price
13041,0.56,Ideal,G,SI1,62.0,57.0,5.25,5.27,3.26,1631
25104,0.91,Premium,H,SI2,62.7,58.0,6.14,6.17,3.86,3423
8879,0.71,Premium,E,VS2,59.9,58.0,5.78,5.81,3.47,2711
24531,1.01,Fair,J,SI2,66.9,58.0,6.13,6.07,4.08,2683
11434,1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
15177,1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
10357,0.58,Ideal,F,VS1,61.9,56.0,5.36,5.33,3.31,2227
26646,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2079
16426,2.7,Very Good,H,SI2,63.1,56.0,8.84,8.78,5.56,14341
5921,0.32,Ideal,G,SI1,61.3,57.0,4.4,4.37,2.69,612
19672,0.91,Good,F,SI2,56.9,62.0,6.51,6.45,3.69,2461
13510,1.6,Ideal,E,SI1,61.9,54.0,7.56,7.5,4.66,11437
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
17753,1.2,Ideal,J,SI2,59.1,62.0,6.97,6.94,4.11,4509
23144,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4144
13334,0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94,1058
13010,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2434
22522,1.0,Good,E,VS2,62.4,58.0,6.33,6.4,3.97,6248
13332,0.3,Very Good,F,SI2,63.4,56.0,4.29,4.26,2.71,506
5379,1.51,Premium,H,SI2,62.1,58.0,7.34,7.2,4.52,7340
8858,1.06,Premium,F,VS2,61.2,57.0,6.64,6.49,4.02,5942
16673,0.4,Ideal,D,VVS2,62.0,56.0,4.71,4.74,2.93,1263
5428,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,1569
15566,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78,2805
6620,1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
25193,0.9,Very Good,I,VS2,61.6,57.0,6.13,6.17,3.79,3581
13537,0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,526
877,0.4,Very Good,G,SI2,62.9,57.0,4.68,4.7,2.95,630
1701,0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
7309,0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
24253,1.09,Very Good,G,VS1,62.5,58.0,6.49,6.59,4.09,7378
10738,0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873
4583,0.34,Premium,G,VS2,61.7,58.0,4.46,4.5,2.74,596
2184,1.11,Ideal,H,SI2,61.3,60.0,6.68,6.66,4.09,4520
23539,1.01,Ideal,I,SI1,60.2,59.0,6.54,6.49,3.92,4241
11509,1.63,Premium,E,VS2,61.8,58.0,7.57,7.49,4.65,13678
17504,0.37,Ideal,F,VS1,61.7,56.0,4.63,4.61,2.85,1041
12272,1.0,Very Good,E,SI1,63.7,55.0,6.35,6.4,4.06,5413
15306,0.31,Good,E,SI1,63.3,55.0,4.31,4.35,2.74,544
24416,0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
12449,0.3,Ideal,D,VS2,61.7,55.0,4.31,4.34,2.68,710
10148,2.03,Premium,E,SI2,61.5,59.0,8.16,8.24,5.04,18310
8729,1.22,Fair,I,SI1,66.2,60.0,6.61,6.56,4.36,4099
20231,0.33,Premium,G,SI2,62.6,58.0,4.4,4.42,2.76,434
16797,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.16,3.15,2111
4694,0.54,Ideal,F,VVS2,62.1,54.0,5.24,5.26,3.26,2180
21936,0.63,Ideal,E,VS1,61.5,56.0,5.53,5.5,3.39,2526
16774,0.26,Good,F,VS1,58.0,58.0,4.2,4.25,2.45,453
11994,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,1013
16197,1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54,11374
21511,0.71,Very Good,E,SI1,62.9,55.0,5.64,5.68,3.56,2964
22093,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,2268
8647,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73,544
10451,0.3,Very Good,E,VS1,61.4,59.0,4.32,4.28,2.64,653
9846,1.53,Premium,F,SI2,62.7,60.0,7.28,7.34,4.58,9424
19381,1.12,Premium,J,SI2,60.6,59.0,6.68,6.61,4.03,2898
19863,0.98,Premium,F,SI2,61.8,58.0,6.37,6.32,3.92,4308
13638,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644
13964,0.7,Ideal,F,VVS1,61.7,56.0,5.68,5.73,3.52,4951
3348,1.01,Ideal,F,VS2,61.2,58.0,6.45,6.43,3.94,7409
20468,0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,844
5618,0.41,Premium,G,VS1,60.2,59.0,4.79,4.84,2.9,899
19843,0.41,Ideal,E,VVS2,61.6,56.0,4.8,4.78,2.95,1243
12965,0.25,Very Good,E,VVS2,63.4,58.0,3.97,4.01,2.53,575
16289,1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15,5236
19663,0.81,Premium,G,SI2,62.2,59.0,5.96,5.9,3.69,2616
15530,1.06,Ideal,F,IF,61.0,57.0,6.55,6.64,4.02,10995
18147,0.32,Premium,G,VS2,62.5,58.0,4.36,4.38,2.73,561
15725,0.95,Fair,G,SI1,66.7,56.0,6.16,6.03,4.06,2841
25822,0.23,Good,E,VS1,64.3,59.0,3.84,3.87,2.48,373
12440,0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649
25522,1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09,5544
21860,2.01,Very Good,H,SI2,61.7,57.0,8.0,7.93,5.05,16111
4064,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,995
8082,0.7,Ideal,F,SI1,61.3,57.0,5.72,5.77,3.52,2288
2925,0.55,Ideal,H,SI2,62.2,54.0,5.28,5.3,3.29,1057
12936,1.11,Premium,J,VS2,62.6,59.0,6.6,6.56,4.12,4265
4190,0.42,Premium,D,VS1,60.8,59.0,4.85,4.79,2.93,1235
24826,0.3,Very Good,G,VS1,63.1,59.0,4.27,4.25,2.69,776
17205,1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
3463,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,888
16282,0.41,Ideal,D,VS2,61.6,55.0,4.74,4.77,2.93,1007
8277,0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,2604
13458,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
25795,0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,786
8122,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23,1939
22999,0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,1087
8309,0.9,Good,F,VS2,63.3,57.0,6.11,6.15,3.88,4432
165,0.5,Very Good,E,VS1,63.9,55.0,4.98,5.03,3.2,1604
26010,1.01,Premium,I,VS2,62.5,58.0,6.44,6.39,4.01,4676
11638,0.48,Very Good,E,VS1,59.1,62.0,5.14,5.18,3.05,1616
19704,0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
9,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
22969,1.68,Good,E,I1,64.3,60.0,7.48,7.44,4.8,5871
4755,1.21,Fair,H,VS2,64.5,56.0,6.7,6.66,4.31,5041
21036,0.32,Very Good,G,VS1,62.8,59.0,4.33,4.37,2.73,645
12014,0.42,Ideal,E,VS2,62.1,56.0,4.77,4.8,2.97,958
1246,1.7,Ideal,F,VS2,62.3,56.0,7.61,7.65,4.75,17892
6581,0.31,Ideal,E,IF,62.5,56.0,4.34,4.37,2.72,1214
25306,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,1221
26784,0.75,Premium,G,SI2,62.7,58.0,5.82,5.76,3.63,2268
3849,2.09,Premium,H,SI2,61.7,60.0,8.24,8.2,5.05,14581
19395,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,18041
2892,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
5944,0.92,Premium,H,VS2,62.4,60.0,6.24,6.16,3.87,4451
11688,0.41,Ideal,I,VVS2,62.3,56.0,4.77,4.73,2.96,1061
15815,1.06,Ideal,H,SI1,61.7,56.0,6.58,6.55,4.05,5188
17948,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,489
16767,1.54,Premium,G,VVS2,62.2,59.0,7.41,7.37,4.6,15983
21727,0.71,Premium,F,SI1,59.8,62.0,5.74,5.73,3.43,2756
13492,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
14839,2.02,Ideal,J,SI2,62.2,57.0,8.11,8.18,5.07,12736
10597,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
19212,0.34,Premium,G,SI2,62.8,58.0,4.46,4.43,2.79,574
16334,1.31,Premium,J,VS1,62.3,56.0,7.06,6.99,4.38,6236
2677,0.71,Premium,I,VS1,61.7,59.0,5.75,5.71,3.58,2202
23362,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,6534
25987,0.5,Very Good,D,SI1,62.5,58.0,5.06,4.98,3.14,1231
12786,1.17,Premium,H,I1,62.8,58.0,6.71,6.69,4.21,3669
678,0.31,Ideal,G,VS2,62.7,57.0,4.31,4.34,2.71,544
10434,0.21,Very Good,E,VS2,63.2,54.0,3.82,3.78,2.4,386
25278,0.39,Ideal,J,SI1,61.0,56.0,4.71,4.73,2.88,568
14027,0.28,Ideal,F,VVS2,61.6,55.0,4.22,4.26,2.61,612
14010,2.3,Premium,I,SI2,61.3,58.0,8.53,8.46,5.21,11051
2552,1.16,Ideal,I,SI2,62.6,56.0,6.68,6.73,4.2,4478
25423,1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
23525,1.31,Ideal,G,VS1,61.5,57.0,7.02,7.06,4.33,9891
246,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71,464
306,0.7,Good,F,SI1,64.1,56.0,5.63,5.6,3.6,2289
14111,0.36,Ideal,D,VVS2,61.9,53.0,4.57,4.6,2.84,957
6553,0.75,Premium,I,SI2,61.1,57.0,5.88,5.84,3.58,2070
10545,1.02,Good,H,SI2,63.1,59.0,6.37,6.43,4.04,4207
14693,0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,2834
2918,1.01,Premium,D,VS1,62.4,58.0,6.38,6.41,3.99,8265
2146,0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59,2940
20347,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
17792,1.0,Good,F,VS2,63.9,62.0,6.26,6.32,4.02,6352
21206,0.73,Very Good,G,VS1,60.7,55.0,5.87,5.89,3.57,3011
24880,0.3,Ideal,D,VS2,62.3,56.0,4.32,4.29,2.68,911
8533,0.4,Ideal,I,SI1,61.2,55.0,4.77,4.8,2.93,692
25198,1.07,Premium,H,VS2,58.9,58.0,6.7,6.65,3.93,4830
23885,0.38,Ideal,F,VS2,62.0,54.0,4.64,4.69,2.89,796
14310,0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
13279,1.56,Ideal,F,VS2,62.0,55.0,7.41,7.45,4.61,17108
20903,0.3,Ideal,F,VS1,61.5,55.0,4.31,4.34,2.66,612
17302,1.2,Premium,G,VS2,61.4,60.0,6.77,6.81,4.17,7603
22888,1.61,Ideal,D,VS2,62.0,55.0,7.51,7.5,4.67,18318
4336,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,641
21737,0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77,1002
12299,0.44,Premium,G,SI1,61.6,61.0,4.88,4.83,2.99,990
8925,0.41,Premium,F,VVS2,61.0,59.0,4.79,4.82,2.93,1115
6085,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.32,2.66,814
15539,0.33,Very Good,G,VVS2,60.0,63.0,4.45,4.49,2.68,752
20093,1.52,Premium,H,SI1,61.0,58.0,7.44,7.39,4.52,9700
24347,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
3376,1.12,Ideal,F,VS2,62.6,56.0,6.59,6.63,4.14,8074
13007,0.34,Ideal,H,VS1,62.4,55.0,4.48,4.5,2.8,615
26873,0.51,Good,F,SI1,63.6,56.0,5.08,5.11,3.24,1220
7641,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370
25877,1.29,Premium,G,VS2,58.7,58.0,7.27,7.11,4.22,8842
7221,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
18086,0.37,Premium,F,VS2,59.7,59.0,4.64,4.68,2.78,746
11768,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2822
5429,1.51,Good,D,SI2,61.7,65.0,7.38,7.31,4.53,7519
9519,0.71,Ideal,I,SI1,61.7,55.0,5.74,5.77,3.55,2255
7318,0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15,1546
11662,0.8,Ideal,E,VS2,61.4,55.0,5.96,5.99,3.67,3192
2829,1.1,Very Good,D,SI2,61.6,57.0,6.61,6.67,4.09,5226
9007,0.56,Ideal,D,VS2,60.9,56.0,5.31,5.36,3.25,1963
3763,1.13,Ideal,F,SI1,59.7,57.0,6.82,6.79,4.06,5342
18222,1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98,7094
19396,1.25,Very Good,I,SI2,61.0,60.0,6.93,6.98,4.24,4950
17986,1.51,Premium,E,VS1,59.5,59.0,7.54,7.48,4.47,16277
24909,1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97,7257
17714,0.37,Ideal,E,SI1,62.7,54.0,4.55,4.6,2.87,649
773,1.22,Ideal,F,SI2,62.0,57.0,6.88,6.83,4.25,4852
5912,0.31,Premium,G,SI1,61.5,59.0,4.38,4.34,2.68,593
16827,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1966
23278,2.06,Ideal,F,SI2,62.7,57.0,8.19,8.09,5.1,15970
18718,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,1433
21252,1.03,Good,J,SI2,56.2,62.0,6.69,6.73,3.77,3188
6267,0.31,Very Good,D,VVS1,61.1,56.0,4.35,4.42,2.68,826
25347,0.82,Ideal,E,SI1,61.8,58.0,5.99,6.05,3.72,3622
23100,1.34,Premium,D,SI2,60.3,59.0,7.16,7.11,4.3,5756
26169,0.92,Ideal,E,SI1,61.7,57.0,6.24,6.27,3.86,5014
6955,0.31,Ideal,D,SI1,62.6,56.0,4.36,4.33,2.72,732
19299,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6336
5937,0.4,Good,D,VVS2,60.8,62.0,4.74,4.77,2.89,1080
9275,2.06,Ideal,I,SI2,61.4,57.0,8.22,8.18,5.03,10728
20365,0.35,Ideal,I,VVS1,61.8,55.0,4.53,4.56,2.81,627
24562,0.31,Ideal,F,IF,62.3,53.0,4.35,4.38,2.72,914
22549,0.33,Premium,G,VS2,61.7,60.0,4.41,4.45,2.72,579
1965,1.05,Ideal,G,VS1,61.0,56.0,6.62,6.56,4.02,7526
10534,0.46,Ideal,E,VVS2,62.6,55.0,4.95,4.92,3.09,1736
24905,0.24,Very Good,F,VVS1,58.7,59.0,4.04,4.1,2.39,552
11703,0.42,Ideal,J,VS1,62.7,57.0,4.75,4.79,2.99,723
13991,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49,16779
21672,1.0,Good,F,SI1,64.0,57.0,6.29,6.33,4.04,4372
4776,0.33,Ideal,G,IF,61.3,57.0,4.42,4.46,2.72,984
2394,1.0,Very Good,E,VS1,63.2,55.0,6.34,6.29,3.99,7532
3142,0.6,Ideal,F,VVS2,60.8,57.0,5.44,5.49,3.32,2856
11862,0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,844
15042,0.31,Premium,F,VS2,62.0,58.0,4.31,4.37,2.69,625
26407,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,730
8793,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
14412,0.7,Ideal,D,SI2,62.1,55.0,5.68,5.73,3.54,2553
1071,0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
11440,1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524
23518,0.9,Premium,G,VVS2,63.0,58.0,6.15,6.07,3.85,4486
12578,1.0,Premium,D,VVS2,61.3,58.0,6.42,6.37,3.92,9660
6301,0.72,Ideal,H,VS1,62.3,56.0,5.73,5.77,3.58,2819
9986,0.35,Good,I,SI1,63.6,56.0,4.5,4.53,2.87,472
4736,0.3,Ideal,G,IF,61.5,56.0,4.32,4.36,2.67,863
20333,0.53,Good,H,SI1,63.7,55.0,5.15,5.12,3.27,1242
6984,2.03,Very Good,D,SI2,63.1,59.0,8.12,7.99,5.08,12765
20135,0.71,Premium,J,VS2,60.1,61.0,5.82,5.77,3.48,1968
18588,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0,5855
25322,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,1799
17881,0.7,Ideal,G,VS1,61.7,56.0,5.64,5.71,3.5,2972
18852,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
12385,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
3394,0.81,Good,I,VS2,63.8,58.0,5.89,5.84,3.74,2641
58,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7086
21642,1.2,Ideal,I,VS2,62.5,56.0,6.66,6.74,4.19,5884
1513,0.3,Very Good,E,VVS2,61.4,58.0,4.25,4.28,2.62,789
18840,0.31,Ideal,D,VS2,62.5,56.0,4.36,4.31,2.71,942
12920,0.26,Very Good,G,VVS2,62.3,56.0,4.07,4.09,2.54,486
16617,0.35,Premium,F,VS2,61.5,59.0,4.55,4.53,2.79,906
72,0.44,Ideal,I,VVS2,60.8,56.0,4.9,4.93,2.99,912
5198,0.3,Ideal,F,IF,60.9,56.0,4.32,4.35,2.64,892
26612,1.11,Ideal,G,SI1,61.9,57.0,6.63,6.66,4.11,5408
13274,0.51,Very Good,F,VVS2,60.8,56.0,5.18,5.21,3.16,2054
23117,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71,871
9112,0.35,Premium,H,SI1,62.4,58.0,4.47,4.54,2.81,504
2720,1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
5422,0.7,Very Good,E,SI1,59.1,63.0,5.89,5.81,3.46,2184
4521,0.6,Ideal,D,SI1,62.2,56.0,5.44,5.4,3.37,1996
10781,1.01,Premium,E,SI2,59.5,60.0,6.59,6.53,3.9,3801
14367,0.52,Ideal,D,SI1,62.4,57.0,5.18,5.14,3.22,1720
22867,1.01,Very Good,F,SI1,63.0,58.0,6.31,6.39,4.0,4619
11790,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,1324
21095,0.31,Ideal,D,VS1,62.1,56.0,4.3,4.36,2.69,704
24225,0.32,Ideal,D,SI2,62.6,56.0,4.4,4.38,2.75,612
7955,1.21,Fair,I,I1,65.0,58.0,6.65,6.59,4.3,2396
2932,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69,865
22644,1.52,Good,F,VS2,61.7,59.0,7.58,7.5,4.36,12283
23733,1.21,Ideal,H,SI1,61.1,57.0,6.91,6.83,4.2,6180
4639,0.41,Ideal,F,VVS2,61.9,55.0,4.78,4.79,2.96,1115
8065,0.3,Premium,G,VS2,61.9,58.0,4.33,4.3,2.67,675
18344,1.42,Good,H,SI2,61.8,61.0,7.01,7.09,4.36,7437
21157,1.0,Good,G,VVS2,63.1,58.0,6.33,6.37,4.01,7453
1559,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
5546,1.0,Good,I,VS1,63.8,56.0,6.35,6.32,4.04,4202
17043,1.23,Very Good,G,SI2,61.0,63.0,6.91,6.85,4.2,4477
5674,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4955
22520,1.18,Ideal,I,SI1,62.1,56.0,6.79,6.77,4.21,5154
19476,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12492
1781,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,3010
13914,0.46,Ideal,H,VS2,61.5,55.0,4.98,5.01,3.07,1252
23182,0.3,Ideal,F,IF,62.1,55.0,4.31,4.35,2.69,886
8659,0.71,Very Good,F,VVS2,62.0,56.0,5.71,5.74,3.55,3612
20976,1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969
8584,0.56,Ideal,D,SI1,61.2,56.0,5.31,5.34,3.26,1723
7738,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,882
5656,0.42,Premium,E,SI1,62.3,58.0,4.81,4.76,2.98,992
8160,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
23294,1.2,Ideal,D,SI2,61.7,56.0,6.81,6.88,4.22,6619
3107,0.5,Ideal,I,VVS2,61.8,57.0,5.09,5.11,3.15,1322
8777,0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,473
5567,1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457
9416,1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
6764,0.42,Ideal,H,VVS1,62.4,55.0,4.79,4.8,2.99,1068
10925,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,462
3646,1.07,Premium,G,I1,62.3,60.0,6.55,6.51,4.07,3547
23427,0.33,Ideal,E,VS2,62.3,57.0,4.43,4.37,2.74,928
16895,0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,730
19423,0.33,Ideal,G,VS1,61.7,56.0,4.47,4.44,2.75,854
13358,1.26,Ideal,H,SI1,61.0,56.0,7.0,7.04,4.28,6715
2540,0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,867
7167,0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530
711,1.49,Fair,H,I1,66.9,61.0,6.93,6.89,4.62,6425
1936,0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76,596
26231,1.01,Ideal,E,SI2,62.2,54.0,6.39,6.43,3.99,4666
1311,1.01,Good,D,VVS2,63.5,57.0,6.32,6.35,4.02,8943
4291,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.26,3.28,1929
652,0.41,Fair,G,VVS2,64.7,56.0,4.68,4.72,3.04,833
22366,0.41,Very Good,E,VS1,62.8,58.0,4.7,4.72,2.96,1079
7367,0.31,Premium,I,VS2,60.8,58.0,4.37,4.34,2.65,558
4335,0.58,Very Good,G,SI1,63.5,56.0,5.34,5.28,3.37,1393
8676,0.32,Ideal,E,SI2,61.3,56.0,4.42,4.45,2.72,427
15032,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2843
21545,0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,780
8172,1.06,Ideal,F,VS2,61.2,57.0,6.58,6.55,4.02,7592
22444,0.36,Ideal,D,VS1,62.8,55.0,4.55,4.52,2.85,1018
6971,1.51,Good,J,VS2,62.8,59.0,7.17,7.2,4.51,7418
2791,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,1422
17083,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
1168,0.7,Good,F,SI1,61.7,65.0,5.71,5.66,3.5,2401
19650,1.71,Premium,G,SI2,60.9,58.0,7.72,7.68,4.69,11351
23225,1.11,Premium,F,SI2,62.1,58.0,6.63,6.51,4.1,4283
7355,0.32,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,505
19565,0.85,Ideal,G,SI1,62.1,56.0,6.05,6.1,3.77,3766
16804,0.53,Ideal,G,VVS1,62.1,54.0,5.2,5.23,3.24,1990
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
4783,0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,1040
12516,1.02,Premium,F,VVS2,60.9,59.0,6.56,6.44,3.96,8774
7423,1.0,Premium,F,SI1,62.6,60.0,6.32,6.3,3.95,5292
25762,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,5308
16009,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
17777,0.3,Good,E,SI1,63.7,59.0,4.27,4.21,2.7,675
16071,0.41,Premium,G,VS1,60.5,57.0,4.85,4.81,2.92,961
23235,0.59,Very Good,H,VVS1,63.7,56.0,5.35,5.38,3.42,1870
21034,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
15956,0.39,Ideal,F,VS1,61.9,55.2,4.66,4.7,2.89,939
21528,0.58,Ideal,F,VVS1,61.6,57.0,5.33,5.38,3.3,2728
20990,1.12,Premium,H,VS1,59.6,57.0,6.82,6.77,4.05,5055
2708,0.34,Ideal,G,IF,61.9,57.0,4.48,4.47,2.77,1084
14965,0.35,Very Good,F,SI1,63.1,56.0,4.51,4.46,2.83,748
3451,1.01,Very Good,D,IF,61.6,56.0,6.43,6.46,3.97,16087
16206,0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,854
8300,0.41,Good,D,VVS2,63.3,59.0,4.71,4.73,2.99,949
7056,0.3,Very Good,D,VVS2,62.9,56.0,4.27,4.29,2.69,752
5468,0.53,Premium,E,VVS2,62.4,56.0,5.19,5.17,3.23,2331
4818,0.3,Premium,H,VS2,62.9,59.0,4.3,4.26,2.69,608
3932,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,12400
25631,0.31,Premium,E,VS2,62.6,58.0,4.29,4.33,2.7,680
17132,0.74,Ideal,D,SI2,61.1,57.0,5.81,5.84,3.56,2690
20720,1.1,Very Good,I,SI1,63.5,57.0,6.55,6.53,4.15,3573
18601,1.51,Premium,E,VS2,60.7,60.0,7.46,7.37,4.5,14844
17188,1.31,Ideal,I,VS1,64.3,59.0,6.87,6.84,4.41,6573
23243,1.07,Premium,F,SI1,62.5,59.0,6.57,6.52,4.09,5436
20018,1.04,Good,D,SI1,63.7,58.0,6.43,6.39,4.08,5708
3552,0.62,Premium,F,SI1,61.3,60.0,5.48,5.45,3.35,1633
9709,1.0,Very Good,H,SI1,61.8,57.0,6.39,6.42,3.96,4995
11294,0.33,Ideal,H,SI1,60.9,56.0,4.5,4.53,2.75,511
1292,0.4,Very Good,J,VS1,63.0,58.0,4.66,4.7,2.95,631
224,0.34,Very Good,E,SI1,60.3,57.0,4.53,4.56,2.74,596
8664,0.3,Good,G,VS2,63.9,55.0,4.28,4.27,2.73,675
1706,0.32,Premium,H,VVS1,61.4,58.0,4.42,4.37,2.7,936
2034,1.51,Very Good,H,VS1,61.8,59.0,7.27,7.32,4.51,11161
21646,0.71,Good,I,VVS2,63.1,58.0,5.64,5.71,3.58,2428
4032,0.5,Very Good,D,SI1,61.9,61.0,5.09,5.12,3.16,1436
22993,1.51,Very Good,F,VS1,61.7,63.0,7.34,7.43,4.4,14673
14359,1.18,Ideal,H,SI2,62.2,56.0,6.74,6.76,4.2,5657
24627,1.31,Premium,I,VS2,60.0,58.0,7.15,7.11,4.28,6921
2682,0.31,Ideal,G,VS1,61.5,56.0,4.43,4.39,2.71,802
597,1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928
